gwcode,year,SP.DYN.IMRT.IN
565,1999,48.2
570,1999,79.5
571,1999,52.8
572,1999,73.9
580,1999,72.2
581,1999,74.1
590,1999,17.8
600,1999,43.8
615,1999,34.4
616,1999,28
620,1999,25
625,1999,69
630,1999,29.7
640,1999,33.9
645,1999,36.6
651,1999,39.4
652,1999,20.8
660,1999,18.1
663,1999,23.9
666,1999,5.9
670,1999,19.8
678,1999,71.7
690,1999,11.2
692,1999,11.3
694,1999,11.2
696,1999,9.9
698,1999,15.3
700,1999,93.1
701,1999,68.8
702,1999,78.6
703,1999,43.9
704,1999,54.2
705,1999,38.9
710,1999,31.9
712,1999,51.8
713,1999,NA
731,1999,49.4
732,1999,6.8
740,1999,3.4
750,1999,68.8
760,1999,60.4
770,1999,89.9
771,1999,67
775,1999,67.1
780,1999,14.7
781,1999,38.7
790,1999,63.4
800,1999,20.5
811,1999,83.6
812,1999,85.2
816,1999,24.6
820,1999,9.5
830,1999,3.2
835,1999,9.6
840,1999,30.6
850,1999,42.8
900,1999,5.2
910,1999,58
920,1999,6.3
940,1999,25.4
950,1999,19.3
54,1999,13.4
55,1999,13.6
56,1999,15.4
57,1999,19.4
58,1999,13.9
60,1999,19.4
221,1999,4.3
223,1999,NA
331,1999,5.2
232,1999,4.2
403,1999,57.4
591,1999,11.9
935,1999,24.2
970,1999,34.2
971,1999,NA
972,1999,NA
973,1999,NA
983,1999,33
986,1999,23.6
987,1999,42
990,1999,19.3
2,2e3,7.1
20,2e3,5.2
31,2e3,13.3
40,2e3,6.4
41,2e3,74.8
42,2e3,33.1
51,2e3,18.8
52,2e3,24.3
53,2e3,13.4
70,2e3,22.5
80,2e3,20.4
90,2e3,40.8
91,2e3,30.5
92,2e3,26.9
93,2e3,32.7
94,2e3,11.1
95,2e3,21.9
100,2e3,21.2
101,2e3,18.5
110,2e3,37
115,2e3,29.4
130,2e3,28.4
135,2e3,29.5
140,2e3,31.3
145,2e3,58.5
150,2e3,27.7
155,2e3,9.2
160,2e3,17.3
165,2e3,14.8
200,2e3,5.5
205,2e3,6
210,2e3,5.1
211,2e3,4.9
212,2e3,3.8
220,2e3,4.4
225,2e3,4.7
230,2e3,4.3
235,2e3,5.5
260,2e3,4.4
290,2e3,8.1
305,2e3,4.6
310,2e3,8.6
316,2e3,4.5
317,2e3,8.2
325,2e3,4.8
338,2e3,6.8
339,2e3,23.1
343,2e3,14.2
344,2e3,7.2
345,2e3,NA
346,2e3,8.7
349,2e3,4.6
350,2e3,5.5
352,2e3,5.8
355,2e3,14.3
359,2e3,25.9
360,2e3,18.4
365,2e3,16.6
366,2e3,8.8
367,2e3,11.5
368,2e3,8.5
369,2e3,15.7
370,2e3,10
371,2e3,26.6
372,2e3,31
373,2e3,60.8
375,2e3,3.5
380,2e3,3.4
385,2e3,4
390,2e3,4.6
395,2e3,3.2
402,2e3,29.5
404,2e3,105.2
411,2e3,104.5
420,2e3,63.1
432,2e3,115.5
433,2e3,69.5
434,2e3,89.2
435,2e3,69.4
436,2e3,97.6
437,2e3,100.7
438,2e3,100.7
439,2e3,91.6
450,2e3,124.3
451,2e3,142.4
452,2e3,64.5
461,2e3,75.3
471,2e3,100.5
475,2e3,112.3
481,2e3,54
482,2e3,112.4
483,2e3,100.3
484,2e3,74.2
490,2e3,106.8
500,2e3,101.6
501,2e3,62.8
510,2e3,81.1
516,2e3,92.8
517,2e3,115.6
520,2e3,105.3
522,2e3,79.4
530,2e3,88.8
531,2e3,58.2
540,2e3,122.9
541,2e3,117.5
551,2e3,95.7
552,2e3,60.6
553,2e3,103.4
560,2e3,46.3
565,2e3,48.5
570,2e3,80.2
571,2e3,52.2
572,2e3,76.2
580,2e3,68.8
581,2e3,73.8
590,2e3,16.3
600,2e3,42
615,2e3,33.9
616,2e3,26.3
620,2e3,24.2
625,2e3,67.1
630,2e3,28.2
640,2e3,31.9
645,2e3,36
651,2e3,37.3
652,2e3,20
660,2e3,17.1
663,2e3,23.4
666,2e3,5.6
670,2e3,18.8
678,2e3,68.9
690,2e3,11
692,2e3,10.8
694,2e3,10.8
696,2e3,9.6
698,2e3,14.3
700,2e3,90.8
701,2e3,67.3
702,2e3,74.1
703,2e3,42.1
704,2e3,52.5
705,2e3,37.1
710,2e3,30.1
712,2e3,48.6
713,2e3,NA
731,2e3,44.5
732,2e3,6.4
740,2e3,3.3
750,2e3,66.6
760,2e3,57.6
770,2e3,88.1
771,2e3,64
775,2e3,65.6
780,2e3,14.1
781,2e3,35
790,2e3,60.3
800,2e3,19.6
811,2e3,79.6
812,2e3,82.5
816,2e3,23.6
820,2e3,8.7
830,2e3,3
835,2e3,9.5
840,2e3,30
850,2e3,41.1
900,2e3,5.1
910,2e3,57.5
920,2e3,6.1
940,2e3,24.9
950,2e3,19.1
54,2e3,13.4
55,2e3,13.4
56,2e3,15.2
57,2e3,19.5
58,2e3,13.1
60,2e3,18.2
221,2e3,4.2
223,2e3,NA
331,2e3,4.9
232,2e3,4
403,2e3,55
591,2e3,11.9
935,2e3,24
970,2e3,33.3
971,2e3,NA
972,2e3,NA
973,2e3,NA
983,2e3,32.9
986,2e3,22.9
987,2e3,41.4
990,2e3,18.7
2,2001,7
20,2001,5.3
31,2001,13.3
40,2001,6.3
41,2001,72.6
42,2001,32.4
51,2001,18.3
52,2001,24.2
53,2001,13.6
70,2001,21.4
80,2001,19.8
90,2001,39.4
91,2001,29.2
92,2001,25.6
93,2001,31.2
94,2001,10.5
95,2001,21.4
100,2001,20.6
101,2001,17.9
110,2001,36.2
115,2001,28.5
130,2001,27.4
135,2001,27.4
140,2001,29.4
145,2001,55.9
150,2001,27
155,2001,8.7
160,2001,16.7
165,2001,14.4
200,2001,5.4
205,2001,5.8
210,2001,5.1
211,2001,4.7
212,2001,3.6
220,2001,4.3
225,2001,4.6
230,2001,4.3
235,2001,5.2
260,2001,4.3
290,2001,7.6
305,2001,4.5
310,2001,8.2
316,2001,4.3
317,2001,7.8
325,2001,4.5
338,2001,6.6
339,2001,22
343,2001,13.4
344,2001,6.9
345,2001,NA
346,2001,8.4
349,2001,4.3
350,2001,5.1
352,2001,5.4
355,2001,13.7
359,2001,23.6
360,2001,17.6
365,2001,15.7
366,2001,8.1
367,2001,10.9
368,2001,8.2
369,2001,15
370,2001,9.2
371,2001,25.3
372,2001,29.2
373,2001,57
375,2001,3.5
380,2001,3.4
385,2001,3.8
390,2001,4.5
395,2001,2.9
402,2001,27.1
404,2001,102.4
411,2001,102
420,2001,61.5
432,2001,111.9
433,2001,67
434,2001,87.1
435,2001,69.3
436,2001,94.3
437,2001,96.9
438,2001,96.7
439,2001,90.2
450,2001,116.6
451,2001,139.8
452,2001,62.8
461,2001,73.6
471,2001,97.2
475,2001,109.2
481,2001,53
482,2001,111.6
483,2001,98.9
484,2001,72.8
490,2001,104.7
500,2001,97.5
501,2001,61
510,2001,76.2
516,2001,90.2
517,2001,108
520,2001,105.3
522,2001,77.8
530,2001,85.4
531,2001,55.7
540,2001,119.6
541,2001,111
551,2001,91
552,2001,60.7
553,2001,96.8
560,2001,47.2
565,2001,48.5
570,2001,80.9
571,2001,51.4
572,2001,77.9
580,2001,65.5
581,2001,73.7
590,2001,15.1
600,2001,40.4
615,2001,33.3
616,2001,24.7
620,2001,23.5
625,2001,65.3
630,2001,26.8
640,2001,29.9
645,2001,35.4
651,2001,35.5
652,2001,19.2
660,2001,16.1
663,2001,22.8
666,2001,5.4
670,2001,18
678,2001,65.9
690,2001,10.8
692,2001,10.3
694,2001,10.4
696,2001,9.3
698,2001,13.4
700,2001,88.4
701,2001,65.7
702,2001,69.5
703,2001,40.4
704,2001,50.6
705,2001,35.2
710,2001,28.3
712,2001,45.4
713,2001,NA
731,2001,39.1
732,2001,6.1
740,2001,3.1
750,2001,64.3
760,2001,54.9
770,2001,86.3
771,2001,61
775,2001,64.1
780,2001,13.7
781,2001,31.3
790,2001,57.4
800,2001,18.8
811,2001,74
812,2001,79.8
816,2001,22.8
820,2001,8.1
830,2001,2.8
835,2001,9.6
840,2001,29.5
850,2001,39.4
900,2001,5
910,2001,57
920,2001,5.9
940,2001,24.6
950,2001,18.9
54,2001,13.2
55,2001,13.3
56,2001,15
57,2001,19.5
58,2001,12.3
60,2001,17
221,2001,4.1
223,2001,NA
331,2001,4.6
232,2001,3.8
403,2001,52.4
591,2001,11.9
935,2001,23.8
970,2001,32.7
971,2001,NA
972,2001,NA
973,2001,NA
983,2001,32.9
986,2001,22
987,2001,40.6
990,2001,18.1
2,2002,6.9
20,2002,5.3
31,2002,13.4
40,2002,6
41,2002,70.6
42,2002,31.7
51,2002,17.9
52,2002,23.9
53,2002,13.8
70,2002,20.3
80,2002,19.2
90,2002,38
91,2002,28
92,2002,24.3
93,2002,29.8
94,2002,10.1
95,2002,20.9
100,2002,20
101,2002,17.4
110,2002,35.5
115,2002,27.5
130,2002,26.5
135,2002,25.5
140,2002,27.7
145,2002,53.4
150,2002,26.2
155,2002,8.3
160,2002,16.2
165,2002,14.1
200,2002,5.4
205,2002,5.4
210,2002,4.9
211,2002,4.5
212,2002,3.4
220,2002,4.2
225,2002,4.5
230,2002,4.2
235,2002,4.7
260,2002,4.2
290,2002,7.3
305,2002,4.4
310,2002,7.6
316,2002,4.1
317,2002,7.6
325,2002,4.3
338,2002,6.4
339,2002,20.9
343,2002,12.9
344,2002,6.6
345,2002,NA
346,2002,8.1
349,2002,4.1
350,2002,4.8
352,2002,5
355,2002,13.2
359,2002,21.3
360,2002,17.3
365,2002,14.8
366,2002,7.4
367,2002,10.3
368,2002,7.9
369,2002,14.3
370,2002,8.4
371,2002,24.1
372,2002,27.3
373,2002,53.3
375,2002,3.4
380,2002,3.3
385,2002,3.6
390,2002,4.4
395,2002,2.8
402,2002,25.4
404,2002,99.5
411,2002,99.4
420,2002,59.9
432,2002,107.9
433,2002,64.1
434,2002,84.9
435,2002,69.1
436,2002,90.8
437,2002,95.1
438,2002,92.8
439,2002,88.6
450,2002,109.1
451,2002,137
452,2002,61.1
461,2002,71.8
471,2002,93.6
475,2002,106.1
481,2002,52
482,2002,110.8
483,2002,97.5
484,2002,70.2
490,2002,102.5
500,2002,92.5
501,2002,59
510,2002,71.4
516,2002,87.6
517,2002,99.3
520,2002,105.3
522,2002,76.2
530,2002,81.7
531,2002,53.4
540,2002,115.8
541,2002,105
551,2002,85
552,2002,61
553,2002,89.3
560,2002,48.3
565,2002,48.4
570,2002,81.7
571,2002,50.4
572,2002,79
580,2002,62.4
581,2002,73.8
590,2002,14.2
600,2002,38.8
615,2002,32.4
616,2002,23.3
620,2002,22.7
625,2002,63.4
630,2002,25.4
640,2002,28.1
645,2002,34.8
651,2002,33.7
652,2002,18.4
660,2002,15.1
663,2002,22.3
666,2002,5.2
670,2002,17.2
678,2002,62.9
690,2002,10.6
692,2002,10
694,2002,10
696,2002,9.1
698,2002,12.6
700,2002,86.1
701,2002,64.1
702,2002,64.9
703,2002,38.8
704,2002,48.5
705,2002,33.4
710,2002,26.2
712,2002,42.2
713,2002,NA
731,2002,34.2
732,2002,5.7
740,2002,3
750,2002,62
760,2002,52.4
770,2002,84.7
771,2002,58.2
775,2002,62.6
780,2002,13.4
781,2002,27.8
790,2002,54.6
800,2002,18
811,2002,67.9
812,2002,77.2
816,2002,22
820,2002,7.6
830,2002,2.7
835,2002,9.6
840,2002,29
850,2002,37.8
860,2002,77.5
900,2002,5
910,2002,56.5
920,2002,5.8
940,2002,24.4
950,2002,18.9
54,2002,13.3
55,2002,13.2
56,2002,14.9
57,2002,19.6
58,2002,11.7
60,2002,16
221,2002,3.9
223,2002,NA
331,2002,4.3
232,2002,3.7
403,2002,49.9
591,2002,12
935,2002,23.7
970,2002,32.1
971,2002,NA
972,2002,NA
973,2002,NA
983,2002,32.7
986,2002,21.3
987,2002,39.9
990,2002,17.6
2,2003,6.9
20,2003,5.2
31,2003,13.4
40,2003,5.8
41,2003,68.7
42,2003,31.1
51,2003,17.5
52,2003,23.6
53,2003,14
70,2003,19.3
80,2003,18.7
90,2003,36.8
91,2003,26.8
92,2003,23.1
93,2003,28.5
94,2003,9.6
95,2003,20.4
100,2003,19.5
101,2003,16.9
110,2003,34.8
115,2003,26.7
130,2003,25.7
135,2003,23.8
140,2003,26.1
145,2003,51
150,2003,25.4
155,2003,8
160,2003,15.7
165,2003,13.7
200,2003,5.4
205,2003,5
210,2003,4.7
211,2003,4.3
212,2003,3.2
220,2003,4
225,2003,4.5
230,2003,4
235,2003,4.3
260,2003,4.1
290,2003,7
305,2003,4.3
310,2003,7.2
316,2003,3.9
317,2003,7.3
325,2003,4.1
338,2003,6.2
339,2003,20
343,2003,12.6
344,2003,6.4
345,2003,NA
346,2003,8
349,2003,3.9
350,2003,4.4
352,2003,4.7
355,2003,12.5
359,2003,19.4
360,2003,17
365,2003,13.9
366,2003,6.8
367,2003,9.7
368,2003,7.7
369,2003,13.7
370,2003,7.7
371,2003,23
372,2003,25.5
373,2003,49.9
375,2003,3.3
380,2003,3.2
385,2003,3.6
390,2003,4.3
395,2003,2.6
402,2003,24.3
404,2003,96.3
411,2003,96.8
420,2003,58.3
432,2003,103.6
433,2003,61
434,2003,82.6
435,2003,68.9
436,2003,87
437,2003,93.2
438,2003,89.1
439,2003,86.7
450,2003,101.6
451,2003,134.1
452,2003,59.6
461,2003,70.1
471,2003,90.1
475,2003,102.9
481,2003,50.9
482,2003,109.9
483,2003,96.1
484,2003,66.7
490,2003,100.4
500,2003,86.7
501,2003,56.8
510,2003,66.9
516,2003,84.6
517,2003,90
520,2003,105.3
522,2003,74.5
530,2003,78
531,2003,51.1
540,2003,111.3
541,2003,99.6
551,2003,78.8
552,2003,61.2
553,2003,81.8
560,2003,49.1
565,2003,48.1
570,2003,82.4
571,2003,49.3
572,2003,79.7
580,2003,59.5
581,2003,73.6
590,2003,13.8
600,2003,37.3
615,2003,31.3
616,2003,21.9
620,2003,21.9
625,2003,61.6
630,2003,24
640,2003,26.3
645,2003,34.3
651,2003,32.2
652,2003,17.7
660,2003,14.1
663,2003,21.7
666,2003,4.9
670,2003,16.6
678,2003,60
690,2003,10.5
692,2003,9.7
694,2003,9.6
696,2003,8.9
698,2003,12
700,2003,83.6
701,2003,62.6
702,2003,60.7
703,2003,37.2
704,2003,46.4
705,2003,31.6
710,2003,24.2
712,2003,39.1
713,2003,NA
731,2003,30.4
732,2003,5.4
740,2003,2.9
750,2003,59.9
760,2003,49.8
770,2003,83.1
771,2003,55.6
775,2003,61
780,2003,13.1
781,2003,24.6
790,2003,52.1
800,2003,17.2
811,2003,62.4
812,2003,74.6
816,2003,21.3
820,2003,7.3
830,2003,2.5
835,2003,9.7
840,2003,28.5
850,2003,36.3
860,2003,73.8
900,2003,4.9
910,2003,56
920,2003,5.7
940,2003,24.2
950,2003,19
54,2003,13.4
55,2003,13.2
56,2003,14.9
57,2003,19.7
58,2003,11.1
60,2003,15
221,2003,3.8
223,2003,NA
331,2003,4.1
232,2003,3.6
403,2003,47.3
591,2003,12
935,2003,23.7
970,2003,31.7
971,2003,NA
972,2003,NA
973,2003,NA
983,2003,32.6
986,2003,20.6
987,2003,39
990,2003,17.3
2,2004,6.9
20,2004,5.2
31,2004,13.4
40,2004,5.6
41,2004,67
42,2004,30.5
51,2004,17.2
52,2004,23.1
53,2004,14.1
70,2004,18.4
80,2004,18.3
90,2004,35.5
91,2004,25.7
92,2004,22
93,2004,27.2
94,2004,9.3
95,2004,19.9
100,2004,19
101,2004,16.4
110,2004,34.1
115,2004,25.8
130,2004,25
135,2004,22.3
140,2004,24.6
145,2004,48.6
150,2004,24.6
155,2004,7.9
160,2004,15.2
165,2004,13.2
200,2004,5.3
205,2004,4.7
210,2004,4.7
211,2004,4.3
212,2004,3
220,2004,3.9
225,2004,4.4
230,2004,4
235,2004,4
260,2004,4
290,2004,6.7
305,2004,4.2
310,2004,6.7
316,2004,3.7
317,2004,7.1
325,2004,3.9
338,2004,6.1
339,2004,19
343,2004,12.5
344,2004,6
345,2004,NA
346,2004,7.9
349,2004,3.6
350,2004,4.2
352,2004,4.4
355,2004,11.8
359,2004,17.9
360,2004,16.3
365,2004,12.9
366,2004,6.2
367,2004,9.2
368,2004,7.4
369,2004,13
370,2004,7.2
371,2004,21.9
372,2004,23.6
373,2004,46.9
375,2004,3.2
380,2004,3.1
385,2004,3.4
390,2004,4.1
395,2004,2.5
402,2004,23.7
404,2004,93
411,2004,94.1
420,2004,56.7
432,2004,99.1
433,2004,57.8
434,2004,80.3
435,2004,68.4
436,2004,83.1
437,2004,91.1
438,2004,85.7
439,2004,84.3
450,2004,94.5
451,2004,131.1
452,2004,58.3
461,2004,68.4
471,2004,86.9
475,2004,99.8
481,2004,49.7
482,2004,109
483,2004,94.7
484,2004,62.8
490,2004,98.1
500,2004,80.5
501,2004,54.4
510,2004,63
516,2004,81.3
517,2004,80.4
520,2004,105.3
522,2004,72.9
530,2004,74.1
531,2004,49
540,2004,106.6
541,2004,94.5
551,2004,72.6
552,2004,61.8
553,2004,75.2
560,2004,49.3
565,2004,46.9
570,2004,82.3
571,2004,47.9
572,2004,79.4
580,2004,56.9
581,2004,73.1
590,2004,13.7
600,2004,35.9
615,2004,30.1
616,2004,20.7
620,2004,20.9
625,2004,59.8
630,2004,22.8
640,2004,24.6
645,2004,33.7
651,2004,30.8
652,2004,16.9
660,2004,13.1
663,2004,21.1
666,2004,4.7
670,2004,16
678,2004,57.3
690,2004,10.3
692,2004,9.4
694,2004,9.2
696,2004,8.6
698,2004,11.5
700,2004,81.1
701,2004,60.9
702,2004,56.9
703,2004,35.7
704,2004,44.2
705,2004,29.9
710,2004,22.2
712,2004,36.2
713,2004,NA
731,2004,27.8
732,2004,5.1
740,2004,2.9
750,2004,57.7
760,2004,47.4
770,2004,81.7
771,2004,53.1
775,2004,59.4
780,2004,15.6
781,2004,22.3
790,2004,49.6
800,2004,16.4
811,2004,57.5
812,2004,72
816,2004,20.6
820,2004,7.1
830,2004,2.3
835,2004,9.6
840,2004,28
850,2004,36.1
860,2004,70.1
900,2004,4.8
910,2004,55.5
920,2004,5.5
940,2004,24.2
950,2004,19.3
54,2004,13.8
55,2004,13.1
56,2004,14.7
57,2004,19.6
58,2004,10.5
60,2004,14
221,2004,3.7
223,2004,NA
331,2004,3.9
232,2004,3.5
403,2004,45
591,2004,12.1
935,2004,23.7
970,2004,31.6
971,2004,NA
972,2004,NA
973,2004,NA
983,2004,32.5
986,2004,20
987,2004,38
990,2004,17
2,2005,6.8
20,2005,5.2
31,2005,13.3
40,2005,5.3
41,2005,65.5
42,2005,30.1
51,2005,17
52,2005,22.6
53,2005,14.1
70,2005,17.6
80,2005,17.9
90,2005,34.4
91,2005,24.6
92,2005,20.9
93,2005,26.1
94,2005,9.1
95,2005,19.4
100,2005,18.4
101,2005,15.9
110,2005,33.5
115,2005,25
130,2005,24.4
135,2005,20.9
140,2005,23.1
145,2005,46.4
150,2005,23.8
155,2005,7.8
160,2005,14.8
165,2005,12.5
200,2005,5.1
205,2005,4.4
210,2005,4.5
211,2005,4.1
212,2005,2.9
220,2005,3.8
225,2005,4.3
230,2005,3.8
235,2005,3.7
260,2005,3.9
290,2005,6.5
305,2005,4.1
310,2005,6.5
316,2005,3.6
317,2005,6.8
325,2005,3.8
338,2005,6
339,2005,18.2
343,2005,12.1
344,2005,5.8
345,2005,NA
346,2005,7.7
349,2005,3.4
350,2005,3.9
352,2005,4.1
355,2005,11
359,2005,16.7
360,2005,15.1
365,2005,12
366,2005,5.7
367,2005,8.7
368,2005,7.2
369,2005,12.5
370,2005,6.5
371,2005,20.8
372,2005,21.8
373,2005,44.1
375,2005,3.1
380,2005,3
385,2005,3.2
390,2005,4
395,2005,2.4
402,2005,23.4
404,2005,89.5
411,2005,91.5
420,2005,55.2
432,2005,94.9
433,2005,54.8
434,2005,78.2
435,2005,67.7
436,2005,79.3
437,2005,89
438,2005,82.5
439,2005,81.4
450,2005,87.9
451,2005,128
452,2005,57.1
461,2005,66.7
471,2005,84.1
475,2005,96.5
481,2005,48.5
482,2005,108.1
483,2005,93.2
484,2005,58.7
490,2005,95.8
500,2005,74.4
501,2005,51.8
510,2005,59.5
516,2005,77.9
517,2005,71.9
520,2005,105.3
522,2005,71.1
530,2005,70.2
531,2005,47
540,2005,101.5
541,2005,89.8
551,2005,66.9
552,2005,62.3
553,2005,70.2
560,2005,48.9
565,2005,44.1
570,2005,82.5
571,2005,44.2
572,2005,78.5
580,2005,54.3
581,2005,72.1
590,2005,13.9
600,2005,34.6
615,2005,28.8
616,2005,19.6
620,2005,19.8
625,2005,58.1
630,2005,21.6
640,2005,23
645,2005,33.2
651,2005,29.6
652,2005,16.3
660,2005,12.2
663,2005,20.6
666,2005,4.5
670,2005,15.6
678,2005,54.6
690,2005,10.1
692,2005,9.1
694,2005,8.9
696,2005,8.4
698,2005,11
700,2005,78.5
701,2005,59.5
702,2005,53.8
703,2005,34.2
704,2005,42.1
705,2005,28.2
710,2005,20.3
712,2005,33.4
713,2005,NA
731,2005,26.4
732,2005,4.7
740,2005,2.7
750,2005,55.7
760,2005,44.9
770,2005,80.3
771,2005,50.6
775,2005,57.8
780,2005,12.3
781,2005,19.2
790,2005,47.3
800,2005,15.6
811,2005,53.4
812,2005,69.6
816,2005,20.2
820,2005,7
830,2005,2.3
835,2005,9.5
840,2005,27.5
850,2005,33.5
860,2005,66.5
900,2005,4.7
910,2005,54.9
920,2005,5.4
940,2005,24.1
950,2005,19.6
54,2005,14.3
55,2005,13
56,2005,14.6
57,2005,19.7
58,2005,9.9
60,2005,13.2
221,2005,3.7
223,2005,NA
331,2005,3.7
232,2005,3.3
403,2005,42.7
591,2005,12.1
935,2005,23.8
970,2005,31.6
971,2005,NA
972,2005,NA
973,2005,NA
983,2005,32.3
986,2005,19.4
987,2005,37.1
990,2005,16.7
2,2006,6.7
20,2006,5.2
31,2006,13.2
40,2006,5.1
41,2006,64
42,2006,29.7
51,2006,16.8
52,2006,22.1
53,2006,13.9
70,2006,16.9
80,2006,17.5
90,2006,33.2
91,2006,23.5
92,2006,19.9
93,2006,24.9
94,2006,8.9
95,2006,18.9
100,2006,17.9
101,2006,15.4
110,2006,32.9
115,2006,24.2
130,2006,23.7
135,2006,19.7
140,2006,21.8
145,2006,44.1
150,2006,23.1
155,2006,7.7
160,2006,14.4
165,2006,11.8
200,2006,5
205,2006,4.1
210,2006,4.3
211,2006,4
212,2006,2.7
220,2006,3.7
225,2006,4.2
230,2006,3.7
235,2006,3.5
260,2006,3.8
290,2006,6.3
305,2006,4
310,2006,6.1
316,2006,3.3
317,2006,6.5
325,2006,3.6
338,2006,6
339,2006,17.4
341,2006,8.9
343,2006,11.5
344,2006,5.5
340,2006,7.3
346,2006,7.4
349,2006,3.3
350,2006,3.6
352,2006,3.8
355,2006,10.4
359,2006,16
360,2006,13.7
365,2006,11.1
366,2006,5.2
367,2006,8.2
368,2006,6.9
369,2006,12
370,2006,6
371,2006,19.8
372,2006,20.2
373,2006,41.7
375,2006,3
380,2006,2.9
385,2006,3.2
390,2006,3.8
395,2006,2.3
402,2006,23.4
404,2006,86
411,2006,88.8
420,2006,53.7
432,2006,91
433,2006,51.9
434,2006,76.3
435,2006,66.8
436,2006,75.5
437,2006,86.8
438,2006,79.6
439,2006,78.4
450,2006,82
451,2006,124.4
452,2006,55.9
461,2006,65.1
471,2006,81.1
475,2006,93.2
481,2006,47.3
482,2006,106.9
483,2006,91.7
484,2006,54.8
490,2006,93.5
500,2006,68.6
501,2006,49.5
510,2006,56.8
516,2006,74.2
517,2006,64.3
520,2006,104.9
522,2006,69.4
530,2006,66.4
531,2006,45.2
540,2006,96.3
541,2006,85.4
551,2006,63.1
552,2006,62.8
553,2006,66.9
560,2006,47.4
565,2006,42.1
570,2006,81.8
571,2006,42.9
572,2006,72.1
580,2006,51.9
581,2006,70.7
590,2006,14.2
600,2006,33.3
615,2006,27.6
616,2006,18.5
620,2006,18.6
625,2006,56.6
630,2006,20.4
640,2006,21.5
645,2006,32.6
651,2006,28.5
652,2006,15.6
660,2006,11.3
663,2006,20.1
666,2006,4.3
670,2006,15.3
678,2006,52
690,2006,10
692,2006,8.8
694,2006,8.6
696,2006,8.2
698,2006,10.7
700,2006,76
701,2006,57.9
702,2006,51.2
703,2006,32.8
704,2006,40
705,2006,26.5
710,2006,18.6
712,2006,30.8
713,2006,NA
731,2006,26
732,2006,4.4
740,2006,2.7
750,2006,53.7
760,2006,42.6
770,2006,78.9
771,2006,48.2
775,2006,56.2
780,2006,11.7
781,2006,17.1
790,2006,45.1
800,2006,15
811,2006,49.9
812,2006,67.2
816,2006,19.8
820,2006,6.8
830,2006,2.3
835,2006,9.4
840,2006,26.9
850,2006,32.2
860,2006,63
900,2006,4.7
910,2006,54.1
920,2006,5.4
940,2006,24.1
950,2006,19.9
54,2006,14.9
55,2006,12.9
56,2006,14.5
57,2006,19.7
58,2006,9.4
60,2006,12.4
221,2006,3.6
223,2006,NA
331,2006,3.6
232,2006,3.3
403,2006,40.6
591,2006,12.2
935,2006,23.9
970,2006,31.8
971,2006,NA
972,2006,NA
973,2006,NA
983,2006,32.2
986,2006,18.7
987,2006,36.1
990,2006,16.5
2,2007,6.6
20,2007,5.1
31,2007,12.8
40,2007,4.9
41,2007,62.6
42,2007,29.3
51,2007,16.5
52,2007,21.5
53,2007,13.8
70,2007,16.3
80,2007,17.2
90,2007,32.1
91,2007,22.5
92,2007,19
93,2007,23.8
94,2007,9
95,2007,18.4
100,2007,17.4
101,2007,15
110,2007,32.3
115,2007,23.5
130,2007,23.1
135,2007,18.6
140,2007,20.6
145,2007,42
150,2007,22.4
155,2007,7.7
160,2007,14.1
165,2007,11
200,2007,4.9
205,2007,3.9
210,2007,4.2
211,2007,3.9
212,2007,2.6
220,2007,3.6
225,2007,4.1
230,2007,3.6
235,2007,3.3
260,2007,3.7
290,2007,6
305,2007,3.8
310,2007,5.8
316,2007,3.1
317,2007,6.4
325,2007,3.6
338,2007,6
339,2007,16.7
341,2007,8.1
343,2007,10.9
344,2007,5.3
340,2007,7
346,2007,7
349,2007,3.1
350,2007,3.5
352,2007,3.6
355,2007,9.8
359,2007,15.5
360,2007,12.3
365,2007,10.3
366,2007,4.7
367,2007,7.7
368,2007,6.4
369,2007,11.6
370,2007,5.5
371,2007,18.8
372,2007,18.6
373,2007,39.5
375,2007,2.9
380,2007,2.7
385,2007,3
390,2007,3.7
395,2007,2.2
402,2007,23.3
404,2007,82.5
411,2007,86.2
420,2007,52.3
432,2007,87.5
433,2007,49.3
434,2007,74.6
435,2007,65.8
436,2007,71.9
437,2007,83.7
438,2007,76.9
439,2007,75.2
450,2007,76.9
451,2007,120.5
452,2007,54.7
461,2007,63.5
471,2007,78.2
475,2007,90
481,2007,45.8
482,2007,106
483,2007,90.1
484,2007,51.4
490,2007,91.2
500,2007,63.3
501,2007,47.5
510,2007,54
516,2007,70.5
517,2007,57.8
520,2007,104
522,2007,67.6
530,2007,62.9
531,2007,43.5
540,2007,90.9
541,2007,80
551,2007,61.3
552,2007,62.8
553,2007,64.6
560,2007,44.9
565,2007,41
570,2007,79.5
571,2007,43.4
572,2007,71.3
580,2007,49.6
581,2007,69.3
590,2007,14.3
600,2007,32.1
615,2007,26.4
616,2007,17.5
620,2007,17.3
625,2007,55.1
630,2007,19.3
640,2007,20.1
645,2007,32
651,2007,27.4
652,2007,15
660,2007,10.5
663,2007,19.5
666,2007,4.1
670,2007,14.9
678,2007,49.5
690,2007,9.9
692,2007,8.4
694,2007,8.3
696,2007,8
698,2007,10.5
700,2007,73.4
701,2007,56.3
702,2007,49.1
703,2007,31.3
704,2007,37.9
705,2007,24.8
710,2007,17.1
712,2007,28.4
713,2007,NA
731,2007,25.7
732,2007,4.1
