gwcode,year,SP.DYN.IMRT.IN
811,1981,105.4
812,1981,133
816,1981,45.5
820,1981,24.1
830,1981,11.5
840,1981,52.9
850,1981,82.7
900,1981,10.4
910,1981,74.9
920,1981,12.4
940,1981,39.7
950,1981,33.7
54,1981,14.1
55,1981,NA
56,1981,23.2
57,1981,38.3
58,1981,NA
221,1981,NA
223,1981,NA
331,1981,NA
232,1981,NA
403,1981,59
591,1981,23.3
935,1981,48.8
970,1981,NA
971,1981,NA
972,1981,NA
973,1981,NA
990,1981,NA
2,1982,11.7
20,1982,9.2
31,1982,24.3
40,1982,16.2
41,1982,121.9
42,1982,59.7
51,1982,31
52,1982,32.1
53,1982,21.7
70,1982,50.4
80,1982,46.6
90,1982,81.9
91,1982,63.2
92,1982,71
93,1982,70.3
94,1982,19.1
95,1982,33.2
100,1982,39.9
101,1982,32.8
110,1982,52
115,1982,NA
130,1982,62.1
135,1982,79.1
140,1982,71.3
145,1982,106.7
150,1982,47.3
155,1982,23
160,1982,32.4
165,1982,29.4
200,1982,10.8
205,1982,10.4
210,1982,8.4
211,1982,11.2
212,1982,10.5
220,1982,9.5
225,1982,7.8
230,1982,10.7
235,1982,19.9
260,1982,NA
265,1982,NA
290,1982,19.9
305,1982,12.6
310,1982,19.8
315,1982,13.2
325,1982,12.6
338,1982,13.9
339,1982,55.4
345,1982,NA
350,1982,15.3
352,1982,16.1
355,1982,18.1
360,1982,25.9
365,1982,22.4
375,1982,6.5
380,1982,6.8
385,1982,8
390,1982,8
395,1982,6.9
402,1982,63.1
404,1982,NA
411,1982,NA
420,1982,101.8
432,1982,153.6
433,1982,90.8
434,1982,123.6
435,1982,88
436,1982,129.8
437,1982,108.7
438,1982,161.8
439,1982,109.9
450,1982,157.8
451,1982,164.2
452,1982,99.1
461,1982,102.1
471,1982,104.4
475,1982,124.4
481,1982,69.7
482,1982,116
483,1982,120.4
484,1982,66.4
490,1982,127.9
500,1982,125.1
501,1982,65.4
510,1982,108.5
516,1982,120.2
517,1982,111.8
520,1982,NA
522,1982,111
530,1982,138.6
540,1982,136.2
541,1982,172.6
551,1982,96.7
552,1982,61.3
553,1982,141.8
560,1982,60.1
570,1982,88.9
571,1982,49.3
572,1982,75.3
580,1982,107.6
581,1982,112.1
590,1982,27.9
600,1982,86.7
615,1982,85.5
616,1982,62.3
620,1982,52.4
625,1982,88.8
630,1982,67.7
640,1982,82.1
645,1982,51.5
651,1982,102.5
652,1982,42.7
660,1982,37.6
663,1982,40
666,1982,14
670,1982,63
678,1982,123.7
680,1982,NA
690,1982,25.1
692,1982,24
694,1982,27.2
696,1982,24.4
698,1982,66.6
700,1982,154.4
710,1982,44.8
712,1982,104.8
713,1982,NA
731,1982,NA
732,1982,26.1
740,1982,6.5
750,1982,108.3
760,1982,122.2
770,1982,120.7
771,1982,127.7
775,1982,94.2
780,1982,34.3
781,1982,97.7
790,1982,131.9
800,1982,43.7
811,1982,97.1
812,1982,130.5
816,1982,44.7
820,1982,22.6
830,1982,10.7
840,1982,52.3
850,1982,80.4
900,1982,10.1
910,1982,73.4
920,1982,12.1
940,1982,38.3
950,1982,32.2
54,1982,13.5
55,1982,NA
56,1982,22.1
57,1982,35.2
58,1982,NA
221,1982,NA
223,1982,NA
331,1982,NA
232,1982,NA
403,1982,59.8
591,1982,21.5
935,1982,45.9
970,1982,NA
971,1982,NA
972,1982,NA
973,1982,NA
990,1982,NA
2,1983,11.2
20,1983,8.7
31,1983,24
40,1983,16.1
41,1983,118.9
42,1983,57.9
51,1983,30.2
52,1983,31.2
53,1983,20.9
70,1983,48.3
80,1983,44.9
90,1983,79.1
91,1983,60.5
92,1983,67.1
93,1983,67
94,1983,19.4
95,1983,32.1
100,1983,37.8
101,1983,31.7
110,1983,51.6
115,1983,47.3
130,1983,59.4
135,1983,76.7
140,1983,68.5
145,1983,104.2
150,1983,46
155,1983,20.8
160,1983,30.4
165,1983,27.5
200,1983,10.4
205,1983,9.8
210,1983,8.2
211,1983,10.7
212,1983,10.2
220,1983,9.1
225,1983,7.6
230,1983,10.2
235,1983,18.7
260,1983,NA
265,1983,NA
290,1983,19.3
305,1983,11.9
310,1983,19.5
315,1983,13.1
325,1983,11.9
338,1983,13.4
339,1983,51.7
345,1983,NA
350,1983,14.4
352,1983,14.7
355,1983,17.4
360,1983,24.5
365,1983,22
375,1983,6.3
380,1983,6.6
385,1983,8.1
390,1983,7.9
395,1983,6.6
402,1983,62.1
404,1983,NA
411,1983,146.6
420,1983,99.3
432,1983,150.1
433,1983,88.7
434,1983,121.8
435,1983,85.8
436,1983,131.2
437,1983,107.2
438,1983,158.9
439,1983,108.2
450,1983,156.8
451,1983,162.6
452,1983,98.2
461,1983,100.2
471,1983,100.9
475,1983,124
481,1983,67.7
482,1983,115.5
483,1983,119.3
484,1983,64.7
490,1983,126.4
500,1983,121
501,1983,63.9
510,1983,109.6
516,1983,115
517,1983,105.5
520,1983,116.5
522,1983,108.2
530,1983,136.3
540,1983,134.6
541,1983,172.3
551,1983,98.1
552,1983,58.3
553,1983,141.5
560,1983,57.6
570,1983,85.7
571,1983,47.1
572,1983,71.2
580,1983,108.6
581,1983,108.7
590,1983,25.9
600,1983,83.3
615,1983,76.2
616,1983,59.3
620,1983,50.1
625,1983,88.3
630,1983,63.6
640,1983,78.4
645,1983,50
651,1983,96.3
652,1983,40.8
660,1983,36.3
663,1983,38.4
666,1983,13.4
670,1983,59.4
678,1983,116.9
680,1983,NA
690,1983,23
692,1983,22.9
694,1983,26
696,1983,22.4
698,1983,60.6
700,1983,149.8
710,1983,43.6
712,1983,101.4
713,1983,NA
731,1983,NA
732,1983,24.3
740,1983,6.2
750,1983,105.6
760,1983,117.7
770,1983,118.9
771,1983,124.6
775,1983,92.6
780,1983,31.3
781,1983,93.3
790,1983,127.9
800,1983,42
811,1983,91.6
812,1983,128
816,1983,43.9
820,1983,21.2
830,1983,10
840,1983,51.6
850,1983,78.2
900,1983,9.8
910,1983,72
920,1983,11.9
940,1983,37
950,1983,30.8
54,1983,13.3
55,1983,NA
56,1983,21.3
57,1983,32.3
58,1983,NA
60,1983,35.5
221,1983,NA
223,1983,NA
331,1983,NA
232,1983,NA
403,1983,60.8
591,1983,19.9
935,1983,43.1
970,1983,NA
971,1983,NA
972,1983,NA
973,1983,NA
990,1983,NA
2,1984,10.9
20,1984,8.3
31,1984,23.7
40,1984,15.7
41,1984,116.2
42,1984,56.1
51,1984,29.4
52,1984,30.3
53,1984,20.1
70,1984,46.2
80,1984,43.2
90,1984,76.3
91,1984,58
92,1984,63.4
93,1984,64
94,1984,19.6
95,1984,31
100,1984,36
101,1984,30.7
110,1984,51.1
115,1984,46.2
130,1984,56.8
135,1984,74.1
140,1984,65.8
145,1984,101.7
150,1984,44.7
155,1984,19.4
160,1984,28.7
165,1984,26.4
200,1984,10
205,1984,9.3
210,1984,8
211,1984,10.2
212,1984,9.8
220,1984,8.8
225,1984,7.4
230,1984,9.6
235,1984,17.6
260,1984,NA
265,1984,NA
290,1984,18.6
305,1984,11.3
310,1984,19.7
315,1984,12.8
325,1984,11.2
338,1984,12.8
339,1984,48.4
345,1984,NA
350,1984,13.7
352,1984,13.4
355,1984,16.7
360,1984,24.1
365,1984,21.6
375,1984,6.1
380,1984,6.5
385,1984,8.2
390,1984,7.9
395,1984,6.3
402,1984,60.9
404,1984,NA
411,1984,143.9
420,1984,96.7
432,1984,146.6
433,1984,86.4
434,1984,120
435,1984,83.5
436,1984,132.8
437,1984,106
438,1984,156.1
439,1984,106.5
450,1984,156.6
451,1984,161.3
452,1984,96.6
461,1984,98.3
471,1984,97.2
475,1984,124.1
481,1984,66
482,1984,115.1
483,1984,118.2
484,1984,63.1
490,1984,125.1
500,1984,116.4
501,1984,62.7
510,1984,110.7
516,1984,110.3
517,1984,100.9
520,1984,115.1
522,1984,105.4
530,1984,134
540,1984,133.2
541,1984,171.7
551,1984,99.9
552,1984,55.6
553,1984,142.8
560,1984,55.3
570,1984,82.9
571,1984,45.2
572,1984,67.1
580,1984,109
581,1984,105.4
590,1984,24.2
600,1984,79.9
615,1984,67
616,1984,56.5
620,1984,47.9
625,1984,87.7
630,1984,60.1
640,1984,74.7
645,1984,48.6
651,1984,89.9
652,1984,39
660,1984,34.9
663,1984,36.9
666,1984,12.8
670,1984,55.9
678,1984,111
680,1984,NA
690,1984,21.2
692,1984,21.9
694,1984,24.8
696,1984,20.8
698,1984,55.2
700,1984,145.6
710,1984,42.8
712,1984,98.1
713,1984,NA
731,1984,NA
732,1984,22.5
740,1984,5.8
750,1984,103.1
760,1984,113.5
770,1984,117.1
771,1984,121.2
775,1984,90.9
780,1984,28.2
781,1984,89.1
790,1984,123.8
800,1984,40.3
811,1984,88.5
812,1984,125.5
816,1984,43.1
820,1984,19.9
830,1984,9.4
835,1984,11.2
840,1984,50.8
850,1984,75.9
900,1984,9.6
910,1984,70.6
920,1984,11.5
940,1984,35.9
950,1984,29.6
54,1984,13.2
55,1984,20.4
56,1984,20.5
57,1984,29.6
58,1984,NA
60,1984,33.6
221,1984,NA
223,1984,NA
331,1984,NA
232,1984,NA
403,1984,61.9
591,1984,18.7
935,1984,40.4
970,1984,NA
971,1984,NA
972,1984,NA
973,1984,NA
990,1984,31.6
2,1985,10.6
20,1985,8
31,1985,23.4
40,1985,15.1
41,1985,113.4
42,1985,54.4
51,1985,28.7
52,1985,29.4
53,1985,19.4
70,1985,44.4
80,1985,41.3
90,1985,73.5
91,1985,55.6
92,1985,59.8
93,1985,61.3
94,1985,19.2
95,1985,30
100,1985,34.4
101,1985,29.7
110,1985,50.5
115,1985,45
130,1985,54.3
135,1985,71.1
140,1985,63.4
145,1985,99.1
150,1985,43.3
155,1985,18.9
160,1985,27.4
165,1985,25.4
200,1985,9.7
205,1985,8.9
210,1985,7.9
211,1985,9.9
212,1985,9.4
220,1985,8.6
225,1985,7.3
230,1985,9.1
235,1985,16.5
260,1985,NA
265,1985,NA
290,1985,17.8
305,1985,10.7
310,1985,19.5
315,1985,12.6
325,1985,10.5
338,1985,12.2
339,1985,45.3
345,1985,NA
350,1985,12.9
352,1985,12.2
355,1985,15.8
360,1985,24.7
365,1985,21.1
375,1985,6
380,1985,6.4
385,1985,8.3
390,1985,7.9
395,1985,6
402,1985,59.2
404,1985,141.1
411,1985,141.3
420,1985,94
432,1985,143.4
433,1985,83.7
434,1985,118
435,1985,80.8
436,1985,134.4
437,1985,105.2
438,1985,153.4
439,1985,104.8
450,1985,157.5
451,1985,159.9
452,1985,94.5
461,1985,96.5
471,1985,93.6
475,1985,124.5
481,1985,64.5
482,1985,114.8
483,1985,117.1
484,1985,61.6
490,1985,123.8
500,1985,112.7
501,1985,61.9
510,1985,111.5
516,1985,106.5
517,1985,97.4
520,1985,114.1
522,1985,102.5
530,1985,131.5
540,1985,132.3
541,1985,170.6
551,1985,102.1
552,1985,53.2
553,1985,144.5
560,1985,53.1
570,1985,80.5
571,1985,43.5
572,1985,63.2
580,1985,108.6
581,1985,102.1
590,1985,23.7
600,1985,76.7
615,1985,58.9
616,1985,53.9
620,1985,45.8
625,1985,87
630,1985,56.9
640,1985,71.2
645,1985,47.4
651,1985,83.7
652,1985,37.3
660,1985,33.6
663,1985,35.5
666,1985,12.1
670,1985,52.4
678,1985,105.7
680,1985,NA
690,1985,19.7
692,1985,21.1
694,1985,23.7
696,1985,19.4
698,1985,50.2
700,1985,141.3
710,1985,42.4
712,1985,94.6
713,1985,NA
731,1985,27.7
732,1985,20.7
740,1985,5.5
750,1985,100.5
760,1985,109.3
770,1985,115.3
771,1985,117.9
775,1985,89.4
780,1985,25.2
781,1985,85.1
790,1985,119.5
800,1985,38.7
811,1985,86.6
812,1985,123
816,1985,42.3
820,1985,18.7
830,1985,8.8
835,1985,10.9
840,1985,49.8
850,1985,73.6
900,1985,9.3
910,1985,69.4
920,1985,11.3
940,1985,34.9
950,1985,28.5
54,1985,13.2
55,1985,20.1
56,1985,19.7
57,1985,27.2
58,1985,34.2
60,1985,31.7
221,1985,7.9
223,1985,NA
331,1985,13.7
232,1985,10.6
403,1985,63.1
591,1985,17.6
935,1985,37.8
970,1985,53.6
971,1985,NA
972,1985,NA
973,1985,NA
990,1985,30.4
2,1986,10.4
20,1986,7.7
31,1986,22.9
40,1986,14.1
41,1986,110.7
42,1986,52.7
51,1986,28
52,1986,28.7
53,1986,18.8
70,1986,42.8
80,1986,39.4
90,1986,70.7
91,1986,53.3
92,1986,56.6
93,1986,59
94,1986,18.3
95,1986,29
100,1986,32.9
101,1986,28.8
110,1986,49.9
115,1986,44
130,1986,52.1
135,1986,68
140,1986,61.2
145,1986,96.4
150,1986,42
155,1986,18.7
160,1986,26.4
165,1986,24.3
200,1986,9.5
205,1986,8.7
210,1986,7.6
211,1986,9.5
212,1986,9
220,1986,8.3
225,1986,7.2
230,1986,8.8
235,1986,15.5
260,1986,NA
265,1986,NA
290,1986,17.2
305,1986,10.1
310,1986,18.7
315,1986,12.1
325,1986,9.9
338,1986,11.7
339,1986,42.5
345,1986,NA
350,1986,12.1
352,1986,11.3
355,1986,14.9
360,1986,25.8
365,1986,20.5
375,1986,6
380,1986,6.3
385,1986,8.3
390,1986,8
395,1986,5.8
402,1986,57
404,1986,138.5
411,1986,138.8
420,1986,91.4
432,1986,140.3
433,1986,80.7
434,1986,116.1
435,1986,78.3
436,1986,135.5
437,1986,104.6
438,1986,150.6
439,1986,103.1
450,1986,159.6
451,1986,158.8
452,1986,91.9
461,1986,94.8
471,1986,90.7
475,1986,125.1
481,1986,63.2
482,1986,114.4
483,1986,115.9
484,1986,60.3
490,1986,122.6
500,1986,110.6
501,1986,61.4
510,1986,111.7
516,1986,104.1
517,1986,94.7
520,1986,113.4
522,1986,99.9
530,1986,129.3
540,1986,131.5
541,1986,169.4
551,1986,104.4
552,1986,51.4
553,1986,145.8
560,1986,51.1
570,1986,78.3
571,1986,42.1
572,1986,59.5
580,1986,107.4
581,1986,99.1
590,1986,24.1
600,1986,73.6
615,1986,52.7
616,1986,51.6
620,1986,43.7
625,1986,86.1
630,1986,54
640,1986,67.8
645,1986,46.1
651,1986,78.2
652,1986,35.8
660,1986,32.3
663,1986,34.2
666,1986,11.5
670,1986,49
678,1986,101.2
680,1986,NA
690,1986,18.5
692,1986,20.5
694,1986,22.5
696,1986,18.1
698,1986,45.6
700,1986,137
710,1986,42.2
712,1986,91.2
713,1986,NA
731,1986,27.4
732,1986,19
740,1986,5.2
750,1986,98.1
760,1986,105.1
770,1986,113.4
771,1986,114.4
775,1986,87.9
780,1986,22.6
781,1986,81.3
790,1986,115.5
800,1986,37.1
811,1986,85.6
812,1986,120.5
816,1986,41.5
820,1986,17.6
830,1986,8.4
835,1986,10.7
840,1986,48.4
850,1986,71.4
900,1986,9.1
910,1986,68.3
920,1986,11
940,1986,34
950,1986,27.5
54,1986,13.3
55,1986,19.8
56,1986,19.1
57,1986,25.2
58,1986,32
60,1986,30.1
221,1986,7.6
223,1986,NA
331,1986,12.8
232,1986,9.8
403,1986,64.1
591,1986,16.8
935,1986,35.5
970,1986,51.8
971,1986,NA
972,1986,NA
973,1986,NA
983,1986,45.6
987,1986,44.7
990,1986,29.4
2,1987,10.1
20,1987,7.5
31,1987,22.3
40,1987,13.1
41,1987,108
42,1987,51.1
51,1987,27.3
52,1987,28
53,1987,18.1
70,1987,41.2
80,1987,37.4
90,1987,68.1
91,1987,51.1
92,1987,53.6
93,1987,56.9
94,1987,17
95,1987,28.1
100,1987,31.7
101,1987,27.8
110,1987,49.2
115,1987,42.9
130,1987,49.9
135,1987,65
140,1987,59.2
145,1987,93.6
150,1987,40.8
155,1987,18.4
160,1987,25.9
165,1987,23.2
200,1987,9.2
205,1987,8.5
210,1987,7.5
211,1987,9.2
212,1987,8.6
220,1987,8.1
225,1987,7.1
230,1987,8.4
235,1987,14.5
260,1987,NA
265,1987,NA
290,1987,16.5
305,1987,9.5
310,1987,17.4
315,1987,11.6
325,1987,9.4
338,1987,11.1
339,1987,40.1
345,1987,NA
350,1987,11.3
352,1987,10.7
355,1987,14.3
360,1987,26.7
365,1987,19.9
375,1987,5.9
380,1987,6.2
385,1987,8.2
390,1987,8
395,1987,5.5
402,1987,54.6
404,1987,136.2
411,1987,136.2
420,1987,88.9
432,1987,137.4
433,1987,77.8
434,1987,114.1
435,1987,75.9
436,1987,135.9
437,1987,104.2
438,1987,147.8
439,1987,101.4
450,1987,162.5
451,1987,157.7
452,1987,88.8
461,1987,93.3
471,1987,88.5
475,1987,125.6
481,1987,62.2
482,1987,114.2
483,1987,114.7
484,1987,59.4
490,1987,121.5
500,1987,109.2
501,1987,61.4
510,1987,111.4
516,1987,102.7
517,1987,92.7
520,1987,112.5
522,1987,97.4
530,1987,127.2
540,1987,131.1
541,1987,168.3
551,1987,106.4
552,1987,50.2
553,1987,145.8
560,1987,49.2
570,1987,76.5
571,1987,41.2
572,1987,56.3
580,1987,105.6
581,1987,96.2
590,1987,24.3
600,1987,70.6
615,1987,48
616,1987,49.4
620,1987,41.6
625,1987,85.2
630,1987,51.3
640,1987,64.5
645,1987,45.1
651,1987,73.4
652,1987,34.3
660,1987,30.9
663,1987,33
666,1987,11
670,1987,45.5
678,1987,97.3
680,1987,NA
690,1987,17.6
692,1987,20.1
694,1987,21.3
696,1987,16.9
698,1987,41.6
700,1987,132.7
710,1987,42.2
712,1987,87.5
713,1987,NA
731,1987,27.8
732,1987,17.4
740,1987,5
750,1987,95.6
760,1987,101.1
770,1987,111.6
771,1987,110.8
775,1987,86.4
780,1987,20.5
781,1987,77.7
790,1987,111.2
800,1987,35.5
811,1987,85
812,1987,118.1
816,1987,40.4
820,1987,16.7
830,1987,7.9
835,1987,10.4
840,1987,46.7
850,1987,69.1
900,1987,8.8
910,1987,67.3
920,1987,10.6
940,1987,33.2
950,1987,26.5
54,1987,13.5
55,1987,19.5
56,1987,18.6
57,1987,23.4
58,1987,30.1
60,1987,28.8
221,1987,7.3
223,1987,NA
331,1987,11.9
232,1987,9.2
403,1987,65.1
591,1987,16.1
935,1987,33.6
970,1987,50
971,1987,NA
972,1987,NA
973,1987,NA
983,1987,44.2
987,1987,44.3
990,1987,28.3
2,1988,10
20,1988,7.2
31,1988,21.4
40,1988,12.2
41,1988,105.4
42,1988,49.5
51,1988,26.6
52,1988,27.4
53,1988,17.4
70,1988,39.6
80,1988,35.5
90,1988,65.5
91,1988,49
92,1988,50.9
93,1988,54.9
94,1988,15.8
95,1988,27.2
100,1988,30.7
101,1988,26.7
110,1988,48.4
115,1988,41.9
130,1988,47.9
135,1988,62.1
140,1988,57.3
145,1988,90.8
150,1988,39.6
155,1988,17.9
160,1988,25.7
165,1988,22.2
200,1988,8.9
205,1988,8.2
210,1988,7.2
211,1988,8.9
212,1988,8.2
220,1988,7.9
225,1988,7
230,1988,8.1
235,1988,13.5
260,1988,NA
265,1988,NA
290,1988,16
305,1988,8.9
310,1988,16.3
315,1988,11.2
325,1988,9.1
338,1988,10.7
339,1988,38
345,1988,NA
350,1988,10.5
352,1988,10.3
355,1988,14.2
360,1988,26.8
365,1988,19.2
375,1988,5.8
380,1988,6.2
385,1988,7.9
390,1988,7.9
395,1988,5.4
402,1988,52
404,1988,134
411,1988,133.6
420,1988,86.4
432,1988,134.8
433,1988,75.2
434,1988,112.1
435,1988,73.8
436,1988,135.5
437,1988,104.1
438,1988,145
439,1988,100.1
450,1988,165.9
451,1988,156.8
452,1988,85.6
461,1988,91.9
471,1988,87.4
475,1988,126
481,1988,61.3
482,1988,114.1
483,1988,113.6
484,1988,58.9
490,1988,120.5
500,1988,107.9
501,1988,61.8
510,1988,110.5
516,1988,102.4
517,1988,91.4
520,1988,111.6
522,1988,95.2
530,1988,125.2
540,1988,130.8
541,1988,167.2
551,1988,108
552,1988,49.6
553,1988,143.9
560,1988,47.5
570,1988,75
571,1988,40.7
572,1988,53.6
580,1988,103.1
581,1988,93.4
590,1988,23.3
600,1988,67.8
615,1988,44.9
616,1988,47.5
620,1988,39.6
625,1988,84.2
630,1988,48.7
640,1988,61.4
645,1988,44.1
651,1988,69.3
652,1988,32.9
660,1988,29.6
663,1988,31.8
666,1988,10.4
670,1988,42
678,1988,93.9
680,1988,NA
690,1988,16.7
692,1988,19.8
694,1988,20.1
696,1988,15.9
698,1988,38
700,1988,128.5
710,1988,42.3
712,1988,83.9
713,1988,NA
731,1988,28.9
732,1988,15.9
740,1988,4.8
750,1988,93.1
760,1988,97.1
770,1988,109.8
771,1988,107.1
775,1988,84.9
780,1988,19.1
781,1988,74.3
790,1988,106.8
800,1988,34
811,1988,84.8
812,1988,115.7
816,1988,39.3
820,1988,15.8
830,1988,7.3
835,1988,10.3
840,1988,44.8
850,1988,66.8
900,1988,8.4
910,1988,66.3
920,1988,10.2
940,1988,32.5
950,1988,25.6
54,1988,13.7
55,1988,19.1
56,1988,18.2
57,1988,22.1
58,1988,28.2
60,1988,27.7
221,1988,7
223,1988,NA
331,1988,11.1
232,1988,8.5
403,1988,65.9
591,1988,15.4
935,1988,31.9
970,1988,48.3
971,1988,NA
972,1988,NA
973,1988,NA
983,1988,42.8
987,1988,43.7
990,1988,27.4
2,1989,9.7
20,1989,7.1
31,1989,20.5
40,1989,11.4
41,1989,102.9
42,1989,47.9
51,1989,25.9
52,1989,26.9
53,1989,16.6
70,1989,38
80,1989,33.6
90,1989,62.9
91,1989,47
92,1989,48.4
93,1989,53.1
94,1989,14.9
95,1989,26.4
100,1989,29.7
101,1989,25.7
110,1989,47.4
115,1989,40.8
130,1989,46
135,1989,59.4
140,1989,55.4
145,1989,88
150,1989,38.3
155,1989,17.1
160,1989,25.6
165,1989,21.3
200,1989,8.4
205,1989,8
210,1989,7
211,1989,8.6
212,1989,7.8
220,1989,7.7
225,1989,6.8
230,1989,7.7
235,1989,12.5
260,1989,NA
265,1989,NA
290,1989,15.6
305,1989,8.4
310,1989,15.8
315,1989,10.7
325,1989,8.7
338,1989,10.2
339,1989,36.2
345,1989,NA
350,1989,9.8
352,1989,10.1
355,1989,14.2
360,1989,26.1
365,1989,18.7
375,1989,5.7
380,1989,6.1
385,1989,7.5
390,1989,7.8
395,1989,5.2
402,1989,49.8
404,1989,131.7
411,1989,131.1
420,1989,84
432,1989,132.3
433,1989,73.1
434,1989,109.8
435,1989,72.2
436,1989,134.3
437,1989,104.2
438,1989,142
439,1989,99.1
450,1989,169.3
451,1989,156.1
452,1989,82.4
461,1989,90.6
471,1989,87.5
475,1989,126.2
481,1989,60.6
482,1989,114
483,1989,112.4
484,1989,58.9
490,1989,119.4
500,1989,106.2
501,1989,62.4
510,1989,109.1
516,1989,102.6
517,1989,91.2
520,1989,110.3
522,1989,93.2
530,1989,123.1
540,1989,130.7
541,1989,166.2
551,1989,109.1
552,1989,49.7
553,1989,140.7
560,1989,45.9
570,1989,73.9
571,1989,40.8
572,1989,51.6
580,1989,100.3
581,1989,90.8
590,1989,21.3
600,1989,65.2
615,1989,42.8
616,1989,45.8
620,1989,37.6
625,1989,83.1
630,1989,46.3
640,1989,58.4
645,1989,43.2
651,1989,65.9
652,1989,31.6
660,1989,28.4
663,1989,30.8
666,1989,10.1
670,1989,38.8
678,1989,90.9
680,1989,NA
690,1989,15.9
692,1989,19.7
694,1989,18.9
696,1989,15
698,1989,34.8
700,1989,124.3
710,1989,42.3
712,1989,80.5
713,1989,NA
731,1989,30.7
732,1989,14.6
740,1989,4.7
750,1989,90.7
760,1989,93.2
770,1989,108
771,1989,103.4
775,1989,83.4
780,1989,18.2
781,1989,71.1
790,1989,102.4
800,1989,32.4
811,1989,84.8
812,1989,113.2
816,1989,38
820,1989,15
830,1989,6.7
835,1989,10.2
840,1989,42.8
850,1989,64.4
900,1989,8
910,1989,65.3
920,1989,9.7
940,1989,31.8
950,1989,24.7
54,1989,13.9
55,1989,18.6
56,1989,17.8
57,1989,21.1
58,1989,26.5
60,1989,26.8
221,1989,6.6
223,1989,NA
331,1989,10.4
232,1989,7.9
403,1989,66.7
591,1989,14.9
935,1989,30.4
970,1989,46.7
971,1989,NA
972,1989,NA
973,1989,NA
983,1989,41.4
987,1989,43.1
990,1989,26.6
2,1990,9.4
20,1990,6.8
31,1990,19.6
40,1990,10.6
41,1990,100.4
42,1990,46.3
51,1990,25.2
52,1990,26.4
53,1990,15.9
70,1990,36.5
80,1990,31.7
90,1990,60.4
91,1990,45.1
92,1990,46.1
93,1990,51.3
94,1990,14.3
95,1990,25.8
100,1990,28.9
101,1990,24.8
110,1990,46.4
115,1990,39.8
130,1990,44.1
135,1990,56.7
140,1990,53.4
145,1990,85.2
150,1990,37.1
155,1990,16
160,1990,25.5
165,1990,20.6
200,1990,7.9
205,1990,7.7
210,1990,6.8
211,1990,8.3
212,1990,7.3
220,1990,7.4
225,1990,6.7
230,1990,7.4
235,1990,11.5
260,1990,7
290,1990,15.2
305,1990,8
310,1990,15.3
315,1990,10.3
325,1990,8.4
338,1990,9.9
339,1990,34.7
345,1990,NA
350,1990,9.3
352,1990,9.9
355,1990,14.7
360,1990,24.5
365,1990,18.4
375,1990,5.5
380,1990,5.9
385,1990,7
390,1990,7.4
395,1990,5
402,1990,48
404,1990,129.7
411,1990,128.6
420,1990,81.7
432,1990,130.1
433,1990,71.8
434,1990,107.4
435,1990,71
436,1990,132.7
437,1990,104.2
438,1990,138.7
439,1990,98.6
450,1990,172
451,1990,155.5
452,1990,79.6
461,1990,89.4
471,1990,88.5
475,1990,126.2
481,1990,60
482,1990,114
483,1990,111.2
484,1990,59.3
490,1990,118.4
500,1990,104.4
501,1990,63.4
510,1990,107.7
516,1990,103
517,1990,92.6
520,1990,108.7
522,1990,91.4
530,1990,120.8
540,1990,130.9
541,1990,165.1
551,1990,109.7
552,1990,50.3
553,1990,136.6
560,1990,44.6
565,1990,48.4
570,1990,73.1
571,1990,41.5
572,1990,50.3
580,1990,97.4
581,1990,88.3
590,1990,19.7
600,1990,62.8
615,1990,41.4
616,1990,44.2
620,1990,35.8
625,1990,82
630,1990,44.1
640,1990,55.6
645,1990,42.4
651,1990,63
652,1990,30.4
660,1990,27.1
663,1990,29.9
666,1990,9.7
670,1990,35.8
678,1990,88.4
690,1990,15.1
692,1990,19.5
694,1990,17.8
696,1990,14.2
698,1990,31.8
700,1990,120.2
710,1990,42.2
712,1990,77.3
713,1990,NA
731,1990,33.4
732,1990,13.5
740,1990,4.6
750,1990,88.4
760,1990,89.5
770,1990,106.2
771,1990,99.7
775,1990,81.8
780,1990,17.9
781,1990,68.1
790,1990,97.9
800,1990,30.9
811,1990,84.8
812,1990,110.7
816,1990,36.7
820,1990,14.3
830,1990,6.2
835,1990,10.2
840,1990,40.8
850,1990,62
900,1990,7.6
910,1990,64.4
920,1990,9.2
940,1990,31.1
950,1990,23.8
54,1990,14
55,1990,18
56,1990,17.6
57,1990,20.2
58,1990,24.9
60,1990,26
221,1990,6.3
223,1990,NA
331,1990,9.7
232,1990,7.4
403,1990,67.2
591,1990,14.4
935,1990,29.2
970,1990,45.3
971,1990,NA
972,1990,NA
973,1990,NA
983,1990,39.9
987,1990,42.7
990,1990,25.8
2,1991,9.1
20,1991,6.6
31,1991,18.8
40,1991,9.7
41,1991,97.8
42,1991,44.7
51,1991,24.5
52,1991,26
53,1991,15.2
70,1991,34.9
80,1991,30
90,1991,58
91,1991,43.2
92,1991,43.9
93,1991,49.4
94,1991,13.8
95,1991,25.2
100,1991,28.1
101,1991,23.9
110,1991,45.3
115,1991,38.8
130,1991,42.2
135,1991,54.1
140,1991,51.3
145,1991,82.5
150,1991,36
155,1991,14.9
160,1991,25.1
165,1991,20
200,1991,7.4
205,1991,7.2
210,1991,6.5
211,1991,8
212,1991,6.9
220,1991,7.1
225,1991,6.3
230,1991,7.1
235,1991,10.6
260,1991,6.5
